https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/01/	123001	7e67b040a485efef3719974c5704c775ee1a296cd61d66cb234de3f020a93e1b
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/02/	120676	b729f03d8748ffdfa418e793d1de52a64525c6f1fee95bc719eacf1da9fe3dd7
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/03/	125081	d98c0b67239aeaca3ed480167cd629bb7303d12618426f91e568457f5f92e2e7
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/04/	129969	2ec1fd65f665a6698be3f9a7b6fcb2f00358bbd55a1bfb4a6511c9035bf6d51c
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/05/	126872	5d963ad6092f62d4af67821ec17cfae06754d4c42b8f05c9009bc71cec180129
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/06/	123165	22cefcdb91b883165ef9d0bc6de8318e6afd693b05757c4103a114a3e0711fab
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/07/	132619	ae392cca7d1acd9fd452b78ef087acdbcda043594dfc90bc057bc26d0ec5ec11
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/08/	127383	3e0b273dc567949cb758efa0f925b71a7f51e6d63762177d30a11fdbcb86dc43
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/09/	129505	f240e717c80c41801a1f8ad2ba4a556a76e175d8e66d46853432f7c84c29b43f
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/10/	147546	e2450fd63faed85d6737765e2f2962279d3c504ec5bf6be7ec49dcfb33355629
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/11/	138268	709551d9db1603372404c881dfdbdde1d58f17b9279b6b8d0a873d52674450f6
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/12/	123915	f206cae61ab81b7c857dd52ee3d4a31a0e5d0ea203284cb9df73efbb07055562
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/13/	138602	2c32370a15cde3c7c170936b41b24699f293476b8844d4ce669ae1592f9703d1
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/14/	125720	36aa600f8b7d7944ce7b381adf2e1ef43d8229e53a175722dae272c54cb8dc2a
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/15/	105931	6b3f88ead39345ab0e289beaeac06d2ddd15710b315e160668af29fa309b3ab4
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/16/	110119	044db833699cc36fc1c9e1bb4e4ea9d1774129352c824554271084b067ef57bc
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/17/	109067	6d88a5def50e65dde01ab6a2b72b7178d268abe2366f8226c900df2ef009c0f5
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/18/	110506	a7b986ca1b574534824de7d2608a37728bb2b179c50adc7d14b161dda154bee3
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/19/	112870	5537266f4bab13e74365ef5e8cacd0b6c5f4a147dd21359f039d48922fbda261
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/20/	107056	172b5406d8f2fef8eadca4aa73026af9db5e721e4dbefc34c34acf9e3a23b472
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/21/	102468	71cd6fd9e265e6c4b8a4cdfb6d4def31667965f78fbf84cb8ac583245741fe9c
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/22/	114274	ef4121c4e542083072805741d15900952d45a056b56bb4605c7719d53aa163f3
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/23/	89853	31e2d292102f43e8d9f370d5e82f65f3acfd5f3477cf5dcef9cf982003037047
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/24/	91121	fc7a5107ce50c488721110dda1222e32f0a293c981e656805fc4c5fe823bdcfe
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/25/	105580	4cd34173429a9cb17d682e6c3cd9feef2d16ea322c6569fd772bfa785612ed5d
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/26/	95704	1d83f25fc1f9a35173c215a616de8c2add6deced7da06f108a8572c37bd90ddf
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/27/	103200	0d2dcafc13bc56caf049626c3c9186576c304f9a1df9c9efef5cb8516b98d11b
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/28/	106012	cecea7de9fe6f2307eeb2150f1e76508fda7a944cee42cfb70e62f95b4d21cc2
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/29/	95149	9732e1365c8245ec673a0fefd8812d16674ca5de6d235db175d066bac12fd8ec
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/30/	107575	393359cbcad2de93bd3f3581a16e374ae5147ab64e402aafb8bc4ea01fa2c69c
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/01/31/	104309	4dfa3483ad77d4721685cd3b4d8b62cd9cbd590c611ec0b6efa2308940e14b1a
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/02/01/	111934	c2aefa7593691bc280c0ec24da2a82df021641892b9e14801b4da9a1b8152b88
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/02/02/	107621	874749203eb270351c52aa444451cc662cb8578f2cf94a0b4811a8d7db591dd5
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/02/03/	99398	33100e2d30968119426adaee3b912ad733740c05f9980c48190f20cf6aaf52ff
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/02/04/	116756	e0e7b84fc34d1d1f5d28335dbf1b48a8e765af3f21c1e50ef5d96236e0176649
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/02/05/	112467	9d5a7b20e04ce8d995b94fbdbbaf6473df812bd1279b3a57d4a3289d390b23f3
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/02/06/	108810	9a802a54985433dcd34cfe0ba4e62c94b28bcf7dd6b110d50f4d3d22eee90392
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/02/07/	101495	8954deead0a5173483eb61575d145a93510d02791dc9b76632854c771c90d0a2
https://wdoor.c.u-tokyo.ac.jp/shogi/x/2026/02/08/	127557	d4e54bb5a4e6e5b97697a2a78db18ee1d9e6f70039bf131afea827868d24dcfe
